region,subregion,country,area,country_area,date,confirmed_cases,deaths,recovered,population,lat,long,lat_long_flag,pop_flag,active,confirmed_cases_rate,deaths_rate,recovered_rate,active_rate,C_xs_T,devt_time
Europe,Northern Europe,Channel Islands,,Channel Islands,18/04/2020,484,21,73,0.173859,49.3723,-2.3644,1,0,390,2783.865086076,0.043388430,0.150826446,0.805785124,1,39 
Europe,Northern Europe,Channel Islands,,Channel Islands,19/04/2020,488,21,73,0.173859,49.3723,-2.3644,1,0,394,2806.872235547,0.043032787,0.149590164,0.807377049,1,40 
Europe,Northern Europe,Channel Islands,,Channel Islands,20/04/2020,488,24,73,0.173859,49.3723,-2.3644,1,0,391,2806.872235547,0.049180328,0.149590164,0.801229508,1,41 
Europe,Northern Europe,Channel Islands,,Channel Islands,21/04/2020,496,24,256,0.173859,49.3723,-2.3644,1,0,216,2852.886534491,0.048387097,0.516129032,0.435483871,1,42 
Europe,Northern Europe,Channel Islands,,Channel Islands,22/04/2020,498,28,285,0.173859,49.3723,-2.3644,1,0,185,2864.390109226,0.056224900,0.572289157,0.371485944,1,43 
Europe,Northern Europe,Channel Islands,,Channel Islands,23/04/2020,521,29,295,0.173859,49.3723,-2.3644,1,0,197,2996.681218689,0.055662188,0.566218810,0.378119002,1,44 
Europe,Northern Europe,Channel Islands,,Channel Islands,24/04/2020,523,34,295,0.173859,49.3723,-2.3644,1,0,194,3008.184793425,0.065009560,0.564053537,0.370936902,1,45 
Europe,Northern Europe,Channel Islands,,Channel Islands,25/04/2020,525,35,332,0.173859,49.3723,-2.3644,1,0,158,3019.688368160,0.066666667,0.632380952,0.300952381,1,46 
Europe,Northern Europe,Channel Islands,,Channel Islands,26/04/2020,525,35,332,0.173859,49.3723,-2.3644,1,0,158,3019.688368160,0.066666667,0.632380952,0.300952381,1,47 
Europe,Northern Europe,Channel Islands,,Channel Islands,27/04/2020,525,35,352,0.173859,49.3723,-2.3644,1,0,138,3019.688368160,0.066666667,0.670476190,0.262857143,1,48 
Europe,Northern Europe,Channel Islands,,Channel Islands,28/04/2020,530,36,352,0.173859,49.3723,-2.3644,1,0,142,3048.447305000,0.067924528,0.664150943,0.267924528,1,49 
Europe,Northern Europe,Channel Islands,,Channel Islands,29/04/2020,537,38,386,0.173859,49.3723,-2.3644,1,0,113,3088.709816576,0.070763501,0.718808194,0.210428305,1,50 
Europe,Northern Europe,Channel Islands,,Channel Islands,30/04/2020,537,40,386,0.173859,49.3723,-2.3644,1,0,111,3088.709816576,0.074487896,0.718808194,0.206703911,1,51 
Europe,Northern Europe,Channel Islands,,Channel Islands,01/05/2020,538,41,406,0.173859,49.3723,-2.3644,1,0,91,3094.461603943,0.076208178,0.754646840,0.169144981,1,52 
Europe,Northern Europe,Channel Islands,,Channel Islands,02/05/2020,543,41,406,0.173859,49.3723,-2.3644,1,0,96,3123.220540783,0.075506446,0.747697974,0.176795580,1,53 
Europe,Northern Europe,Channel Islands,,Channel Islands,03/05/2020,544,41,406,0.173859,49.3723,-2.3644,1,0,97,3128.972328151,0.075367647,0.746323529,0.178308824,1,54 
Europe,Northern Europe,Channel Islands,,Channel Islands,04/05/2020,544,41,406,0.173859,49.3723,-2.3644,1,0,97,3128.972328151,0.075367647,0.746323529,0.178308824,1,55 
Europe,Northern Europe,Channel Islands,,Channel Islands,05/05/2020,545,40,406,0.173859,49.3723,-2.3644,1,0,99,3134.724115519,0.073394495,0.744954128,0.181651376,1,56 
Europe,Northern Europe,Channel Islands,,Channel Islands,06/05/2020,545,40,406,0.173859,49.3723,-2.3644,1,0,99,3134.724115519,0.073394495,0.744954128,0.181651376,1,57 
Europe,Northern Europe,Channel Islands,,Channel Islands,07/05/2020,545,40,430,0.173859,49.3723,-2.3644,1,0,75,3134.724115519,0.073394495,0.788990826,0.137614679,1,58 
Europe,Northern Europe,Channel Islands,,Channel Islands,08/05/2020,545,41,447,0.173859,49.3723,-2.3644,1,0,57,3134.724115519,0.075229358,0.820183486,0.104587156,1,59 
Latin America And The Caribbean,South America,Chile,,Chile,03/03/2020,1,0,0,19.116209,-35.6751,-71.543,1,1,1,0.052311627,0.000000000,0.000000000,1.000000000,0,-13 
Latin America And The Caribbean,South America,Chile,,Chile,04/03/2020,1,0,0,19.116209,-35.6751,-71.543,1,1,1,0.052311627,0.000000000,0.000000000,1.000000000,0,-12 
Latin America And The Caribbean,South America,Chile,,Chile,05/03/2020,4,0,0,19.116209,-35.6751,-71.543,1,1,4,0.209246509,0.000000000,0.000000000,1.000000000,0,-11 
Latin America And The Caribbean,South America,Chile,,Chile,06/03/2020,4,0,0,19.116209,-35.6751,-71.543,1,1,4,0.209246509,0.000000000,0.000000000,1.000000000,0,-10 
Latin America And The Caribbean,South America,Chile,,Chile,07/03/2020,4,0,0,19.116209,-35.6751,-71.543,1,1,4,0.209246509,0.000000000,0.000000000,1.000000000,0,-9 
Latin America And The Caribbean,South America,Chile,,Chile,08/03/2020,8,0,0,19.116209,-35.6751,-71.543,1,1,8,0.418493018,0.000000000,0.000000000,1.000000000,0,-8 
Latin America And The Caribbean,South America,Chile,,Chile,09/03/2020,8,0,0,19.116209,-35.6751,-71.543,1,1,8,0.418493018,0.000000000,0.000000000,1.000000000,0,-7 
Latin America And The Caribbean,South America,Chile,,Chile,10/03/2020,13,0,0,19.116209,-35.6751,-71.543,1,1,13,0.680051154,0.000000000,0.000000000,1.000000000,0,-6 
Latin America And The Caribbean,South America,Chile,,Chile,11/03/2020,23,0,0,19.116209,-35.6751,-71.543,1,1,23,1.203167427,0.000000000,0.000000000,1.000000000,0,-5 
Latin America And The Caribbean,South America,Chile,,Chile,12/03/2020,23,0,0,19.116209,-35.6751,-71.543,1,1,23,1.203167427,0.000000000,0.000000000,1.000000000,0,-4 
Latin America And The Caribbean,South America,Chile,,Chile,13/03/2020,43,0,0,19.116209,-35.6751,-71.543,1,1,43,2.249399973,0.000000000,0.000000000,1.000000000,0,-3 
Latin America And The Caribbean,South America,Chile,,Chile,14/03/2020,61,0,0,19.116209,-35.6751,-71.543,1,1,61,3.191009263,0.000000000,0.000000000,1.000000000,0,-2 
Latin America And The Caribbean,South America,Chile,,Chile,15/03/2020,74,0,0,19.116209,-35.6751,-71.543,1,1,74,3.871060418,0.000000000,0.000000000,1.000000000,0,-1 
Latin America And The Caribbean,South America,Chile,,Chile,16/03/2020,155,0,0,19.116209,-35.6751,-71.543,1,1,155,8.108302227,0.000000000,0.000000000,1.000000000,1,0 
Latin America And The Caribbean,South America,Chile,,Chile,17/03/2020,201,0,0,19.116209,-35.6751,-71.543,1,1,201,10.514637081,0.000000000,0.000000000,1.000000000,1,1 
Latin America And The Caribbean,South America,Chile,,Chile,18/03/2020,238,0,0,19.116209,-35.6751,-71.543,1,1,238,12.450167290,0.000000000,0.000000000,1.000000000,1,2 
Latin America And The Caribbean,South America,Chile,,Chile,19/03/2020,238,0,0,19.116209,-35.6751,-71.543,1,1,238,12.450167290,0.000000000,0.000000000,1.000000000,1,3 
Latin America And The Caribbean,South America,Chile,,Chile,20/03/2020,434,0,6,19.116209,-35.6751,-71.543,1,1,428,22.703246235,0.000000000,0.013824885,0.986175115,1,4 
Latin America And The Caribbean,South America,Chile,,Chile,21/03/2020,537,0,6,19.116209,-35.6751,-71.543,1,1,531,28.091343843,0.000000000,0.011173184,0.988826816,1,5 
Latin America And The Caribbean,South America,Chile,,Chile,22/03/2020,632,1,8,19.116209,-35.6751,-71.543,1,1,623,33.060948434,0.001582278,0.012658228,0.985759494,1,6 
Latin America And The Caribbean,South America,Chile,,Chile,23/03/2020,746,2,11,19.116209,-35.6751,-71.543,1,1,733,39.024473943,0.002680965,0.014745308,0.982573727,1,7 
Latin America And The Caribbean,South America,Chile,,Chile,24/03/2020,922,2,17,19.116209,-35.6751,-71.543,1,1,903,48.231320342,0.002169197,0.018438178,0.979392625,1,8 
Latin America And The Caribbean,South America,Chile,,Chile,25/03/2020,1142,3,22,19.116209,-35.6751,-71.543,1,1,1117,59.739878341,0.002626970,0.019264448,0.978108581,1,9 
Latin America And The Caribbean,South America,Chile,,Chile,26/03/2020,1306,4,22,19.116209,-35.6751,-71.543,1,1,1280,68.318985213,0.003062787,0.016845329,0.980091884,1,10 
Latin America And The Caribbean,South America,Chile,,Chile,27/03/2020,1610,5,43,19.116209,-35.6751,-71.543,1,1,1562,84.221719903,0.003105590,0.026708075,0.970186335,1,11 
Latin America And The Caribbean,South America,Chile,,Chile,28/03/2020,1909,6,61,19.116209,-35.6751,-71.543,1,1,1842,99.862896456,0.003143007,0.031953903,0.964903091,1,12 
Latin America And The Caribbean,South America,Chile,,Chile,29/03/2020,2139,7,75,19.116209,-35.6751,-71.543,1,1,2057,111.894570728,0.003272557,0.035063114,0.961664329,1,13 
Latin America And The Caribbean,South America,Chile,,Chile,30/03/2020,2449,8,156,19.116209,-35.6751,-71.543,1,1,2285,128.111175181,0.003266639,0.063699469,0.933033891,1,14 
Latin America And The Caribbean,South America,Chile,,Chile,31/03/2020,2738,12,156,19.116209,-35.6751,-71.543,1,1,2570,143.229235462,0.004382761,0.056975895,0.938641344,1,15 
Latin America And The Caribbean,South America,Chile,,Chile,01/04/2020,3031,16,234,19.116209,-35.6751,-71.543,1,1,2781,158.556542252,0.005278786,0.077202243,0.917518971,1,16 
Latin America And The Caribbean,South America,Chile,,Chile,02/04/2020,3404,18,335,19.116209,-35.6751,-71.543,1,1,3051,178.068779223,0.005287897,0.098413631,0.896298472,1,17 
Latin America And The Caribbean,South America,Chile,,Chile,03/04/2020,3737,22,427,19.116209,-35.6751,-71.543,1,1,3288,195.488551103,0.005887075,0.114262778,0.879850147,1,18 
Latin America And The Caribbean,South America,Chile,,Chile,04/04/2020,4161,27,528,19.116209,-35.6751,-71.543,1,1,3606,217.668681065,0.006488825,0.126892574,0.866618601,1,19 
Latin America And The Caribbean,South America,Chile,,Chile,05/04/2020,4471,34,618,19.116209,-35.6751,-71.543,1,1,3819,233.885285519,0.007604563,0.138224111,0.854171326,1,20 
Latin America And The Caribbean,South America,Chile,,Chile,06/04/2020,4815,37,728,19.116209,-35.6751,-71.543,1,1,4050,251.880485299,0.007684320,0.151194185,0.841121495,1,21 
Latin America And The Caribbean,South America,Chile,,Chile,07/04/2020,5116,43,898,19.116209,-35.6751,-71.543,1,1,4175,267.626285107,0.008405004,0.175527756,0.816067240,1,22 
Latin America And The Caribbean,South America,Chile,,Chile,08/04/2020,5546,48,1115,19.116209,-35.6751,-71.543,1,1,4383,290.120284833,0.008654886,0.201045799,0.790299315,1,23 
Latin America And The Caribbean,South America,Chile,,Chile,09/04/2020,5972,57,1274,19.116209,-35.6751,-71.543,1,1,4641,312.405038049,0.009544541,0.213328868,0.777126591,1,24 
Latin America And The Caribbean,South America,Chile,,Chile,10/04/2020,6501,65,1571,19.116209,-35.6751,-71.543,1,1,4865,340.077888874,0.009998462,0.241655130,0.748346408,1,25 
Latin America And The Caribbean,South America,Chile,,Chile,11/04/2020,6927,73,1864,19.116209,-35.6751,-71.543,1,1,4990,362.362642091,0.010538473,0.269091959,0.720369568,1,26 
Latin America And The Caribbean,South America,Chile,,Chile,12/04/2020,7213,80,2059,19.116209,-35.6751,-71.543,1,1,5074,377.323767490,0.011091086,0.285456814,0.703452100,1,27 
Latin America And The Caribbean,South America,Chile,,Chile,13/04/2020,7525,82,2367,19.116209,-35.6751,-71.543,1,1,5076,393.644995198,0.010897010,0.314551495,0.674551495,1,28 
Latin America And The Caribbean,South America,Chile,,Chile,14/04/2020,7917,92,2646,19.116209,-35.6751,-71.543,1,1,5179,414.151153087,0.011620563,0.334217507,0.654161930,1,29 
Latin America And The Caribbean,South America,Chile,,Chile,15/04/2020,8273,94,2937,19.116209,-35.6751,-71.543,1,1,5242,432.774092395,0.011362263,0.355010274,0.633627463,1,30 
Latin America And The Caribbean,South America,Chile,,Chile,16/04/2020,8807,105,3299,19.116209,-35.6751,-71.543,1,1,5403,460.708501356,0.011922335,0.374588396,0.613489270,1,31 
Latin America And The Caribbean,South America,Chile,,Chile,17/04/2020,9252,116,3621,19.116209,-35.6751,-71.543,1,1,5515,483.987175491,0.012537830,0.391374838,0.596087332,1,32 
Latin America And The Caribbean,South America,Chile,,Chile,18/04/2020,9730,126,4035,19.116209,-35.6751,-71.543,1,1,5569,508.992133325,0.012949640,0.414696814,0.572353546,1,33 
Latin America And The Caribbean,South America,Chile,,Chile,19/04/2020,10088,133,4338,19.116209,-35.6751,-71.543,1,1,5617,527.719695887,0.013183981,0.430015860,0.556800159,1,34 
Latin America And The Caribbean,South America,Chile,,Chile,20/04/2020,10507,139,4676,19.116209,-35.6751,-71.543,1,1,5692,549.638267713,0.013229276,0.445036642,0.541734082,1,35 
Latin America And The Caribbean,South America,Chile,,Chile,21/04/2020,10832,147,4969,19.116209,-35.6751,-71.543,1,1,5716,566.639546575,0.013570901,0.458733383,0.527695716,1,36 
Latin America And The Caribbean,South America,Chile,,Chile,22/04/2020,11296,160,5386,19.116209,-35.6751,-71.543,1,1,5750,590.912141628,0.014164306,0.476805949,0.509029745,1,37 
Latin America And The Caribbean,South America,Chile,,Chile,23/04/2020,11812,168,5804,19.116209,-35.6751,-71.543,1,1,5840,617.904941299,0.014222824,0.491364714,0.494412462,1,38 
Latin America And The Caribbean,South America,Chile,,Chile,24/04/2020,12306,174,6327,19.116209,-35.6751,-71.543,1,1,5805,643.746885170,0.014139444,0.514139444,0.471721112,1,39 
Latin America And The Caribbean,South America,Chile,,Chile,25/04/2020,12858,181,6746,19.116209,-35.6751,-71.543,1,1,5931,672.622903422,0.014076839,0.524653912,0.461269249,1,40 
Latin America And The Caribbean,South America,Chile,,Chile,26/04/2020,13331,189,7024,19.116209,-35.6751,-71.543,1,1,6118,697.366303120,0.014177481,0.526892206,0.458930313,1,41 
Latin America And The Caribbean,South America,Chile,,Chile,27/04/2020,13813,198,7327,19.116209,-35.6751,-71.543,1,1,6288,722.580507464,0.014334323,0.530442337,0.455223340,1,42 
Latin America And The Caribbean,South America,Chile,,Chile,28/04/2020,14365,207,7710,19.116209,-35.6751,-71.543,1,1,6448,751.456525716,0.014410024,0.536721197,0.448868778,1,43 
Latin America And The Caribbean,South America,Chile,,Chile,29/04/2020,14885,216,8057,19.116209,-35.6751,-71.543,1,1,6612,778.658571896,0.014511253,0.541283171,0.444205576,1,44 
Latin America And The Caribbean,South America,Chile,,Chile,30/04/2020,16023,227,8580,19.116209,-35.6751,-71.543,1,1,7216,838.189203728,0.014167135,0.535480247,0.450352618,1,45 
Latin America And The Caribbean,South America,Chile,,Chile,01/05/2020,17008,234,9018,19.116209,-35.6751,-71.543,1,1,7756,889.716156587,0.013758231,0.530221072,0.456020696,1,46 
Latin America And The Caribbean,South America,Chile,,Chile,02/05/2020,18435,247,9572,19.116209,-35.6751,-71.543,1,1,8616,964.364848700,0.013398427,0.519229726,0.467371847,1,47 
Latin America And The Caribbean,South America,Chile,,Chile,03/05/2020,19663,260,10041,19.116209,-35.6751,-71.543,1,1,9362,1028.603526986,0.013222804,0.510654529,0.476122667,1,48 
Latin America And The Caribbean,South America,Chile,,Chile,04/05/2020,20643,270,10415,19.116209,-35.6751,-71.543,1,1,9958,1079.868921709,0.013079494,0.504529380,0.482391125,1,49 
Latin America And The Caribbean,South America,Chile,,Chile,05/05/2020,22016,275,10710,19.116209,-35.6751,-71.543,1,1,11031,1151.692785949,0.012490916,0.486464390,0.501044695,1,50 
Latin America And The Caribbean,South America,Chile,,Chile,06/05/2020,23048,281,11189,19.116209,-35.6751,-71.543,1,1,11578,1205.678385291,0.012191947,0.485465116,0.502342936,1,51 
Latin America And The Caribbean,South America,Chile,,Chile,07/05/2020,24581,285,11664,19.116209,-35.6751,-71.543,1,1,12632,1285.872109894,0.011594321,0.474512835,0.513892844,1,52 
Latin America And The Caribbean,South America,Chile,,Chile,08/05/2020,25972,294,12160,19.116209,-35.6751,-71.543,1,1,13518,1358.637583425,0.011319883,0.468196519,0.520483598,1,53 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,22/01/2020,1,0,0,64.872245,31.8257,117.2264,1,1,1,0.015414913,0.000000000,0.000000000,1.000000000,0,-11 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,23/01/2020,9,0,0,64.872245,31.8257,117.2264,1,1,9,0.138734215,0.000000000,0.000000000,1.000000000,0,-10 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,24/01/2020,15,0,0,64.872245,31.8257,117.2264,1,1,15,0.231223691,0.000000000,0.000000000,1.000000000,0,-9 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,25/01/2020,39,0,0,64.872245,31.8257,117.2264,1,1,39,0.601181596,0.000000000,0.000000000,1.000000000,0,-8 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,26/01/2020,60,0,0,64.872245,31.8257,117.2264,1,1,60,0.924894764,0.000000000,0.000000000,1.000000000,0,-7 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,27/01/2020,70,0,0,64.872245,31.8257,117.2264,1,1,70,1.079043891,0.000000000,0.000000000,1.000000000,0,-6 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,28/01/2020,106,0,0,64.872245,31.8257,117.2264,1,1,106,1.633980749,0.000000000,0.000000000,1.000000000,0,-5 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,29/01/2020,152,0,2,64.872245,31.8257,117.2264,1,1,150,2.343066734,0.000000000,0.013157895,0.986842105,0,-4 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,30/01/2020,200,0,2,64.872245,31.8257,117.2264,1,1,198,3.082982545,0.000000000,0.010000000,0.990000000,0,-3 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,31/01/2020,237,0,3,64.872245,31.8257,117.2264,1,1,234,3.653334316,0.000000000,0.012658228,0.987341772,0,-2 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,01/02/2020,297,0,5,64.872245,31.8257,117.2264,1,1,292,4.578229079,0.000000000,0.016835017,0.983164983,0,-1 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,02/02/2020,340,0,7,64.872245,31.8257,117.2264,1,1,333,5.241070327,0.000000000,0.020588235,0.979411765,1,0 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,03/02/2020,408,0,14,64.872245,31.8257,117.2264,1,1,394,6.289284392,0.000000000,0.034313725,0.965686275,1,1 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,04/02/2020,480,0,20,64.872245,31.8257,117.2264,1,1,460,7.399158108,0.000000000,0.041666667,0.958333333,1,2 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,05/02/2020,530,0,23,64.872245,31.8257,117.2264,1,1,507,8.169903744,0.000000000,0.043396226,0.956603774,1,3 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,06/02/2020,591,0,34,64.872245,31.8257,117.2264,1,1,557,9.110213421,0.000000000,0.057529611,0.942470389,1,4 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,07/02/2020,665,0,47,64.872245,31.8257,117.2264,1,1,618,10.250916962,0.000000000,0.070676692,0.929323308,1,5 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,08/02/2020,733,0,59,64.872245,31.8257,117.2264,1,1,674,11.299131028,0.000000000,0.080491132,0.919508868,1,6 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,09/02/2020,779,1,72,64.872245,31.8257,117.2264,1,1,706,12.008217013,0.001283697,0.092426187,0.906290116,1,7 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,10/02/2020,830,3,88,64.872245,31.8257,117.2264,1,1,739,12.794377562,0.003614458,0.106024096,0.890361446,1,8 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,11/02/2020,860,4,105,64.872245,31.8257,117.2264,1,1,751,13.256824944,0.004651163,0.122093023,0.873255814,1,9 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,12/02/2020,889,4,127,64.872245,31.8257,117.2264,1,1,758,13.703857413,0.004499438,0.142857143,0.852643420,1,10 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,13/02/2020,910,5,157,64.872245,31.8257,117.2264,1,1,748,14.027570580,0.005494505,0.172527473,0.821978022,1,11 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,14/02/2020,934,6,193,64.872245,31.8257,117.2264,1,1,735,14.397528485,0.006423983,0.206638116,0.786937901,1,12 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,15/02/2020,950,6,221,64.872245,31.8257,117.2264,1,1,723,14.644167089,0.006315789,0.232631579,0.761052632,1,13 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,16/02/2020,962,6,255,64.872245,31.8257,117.2264,1,1,701,14.829146042,0.006237006,0.265072765,0.728690229,1,14 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,17/02/2020,973,6,280,64.872245,31.8257,117.2264,1,1,687,14.998710082,0.006166495,0.287769784,0.706063720,1,15 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,18/02/2020,982,6,361,64.872245,31.8257,117.2264,1,1,615,15.137444296,0.006109980,0.367617108,0.626272912,1,16 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,19/02/2020,986,6,413,64.872245,31.8257,117.2264,1,1,567,15.199103947,0.006085193,0.418864097,0.575050710,1,17 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,20/02/2020,987,6,474,64.872245,31.8257,117.2264,1,1,507,15.214518860,0.006079027,0.480243161,0.513677812,1,18 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,21/02/2020,988,6,539,64.872245,31.8257,117.2264,1,1,443,15.229933773,0.006072874,0.545546559,0.448380567,1,19 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,22/02/2020,989,6,597,64.872245,31.8257,117.2264,1,1,386,15.245348685,0.006066734,0.603640040,0.390293225,1,20 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,23/02/2020,989,6,637,64.872245,31.8257,117.2264,1,1,346,15.245348685,0.006066734,0.644084934,0.349848332,1,21 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,24/02/2020,989,6,663,64.872245,31.8257,117.2264,1,1,320,15.245348685,0.006066734,0.670374115,0.323559151,1,22 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,25/02/2020,989,6,712,64.872245,31.8257,117.2264,1,1,271,15.245348685,0.006066734,0.719919110,0.274014156,1,23 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,26/02/2020,989,6,744,64.872245,31.8257,117.2264,1,1,239,15.245348685,0.006066734,0.752275025,0.241658241,1,24 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,27/02/2020,989,6,792,64.872245,31.8257,117.2264,1,1,191,15.245348685,0.006066734,0.800808898,0.193124368,1,25 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,28/02/2020,990,6,821,64.872245,31.8257,117.2264,1,1,163,15.260763598,0.006060606,0.829292929,0.164646465,1,26 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,29/02/2020,990,6,868,64.872245,31.8257,117.2264,1,1,116,15.260763598,0.006060606,0.876767677,0.117171717,1,27 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,01/03/2020,990,6,873,64.872245,31.8257,117.2264,1,1,111,15.260763598,0.006060606,0.881818182,0.112121212,1,28 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,02/03/2020,990,6,917,64.872245,31.8257,117.2264,1,1,67,15.260763598,0.006060606,0.926262626,0.067676768,1,29 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,03/03/2020,990,6,936,64.872245,31.8257,117.2264,1,1,48,15.260763598,0.006060606,0.945454545,0.048484848,1,30 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,04/03/2020,990,6,956,64.872245,31.8257,117.2264,1,1,28,15.260763598,0.006060606,0.965656566,0.028282828,1,31 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,05/03/2020,990,6,970,64.872245,31.8257,117.2264,1,1,14,15.260763598,0.006060606,0.979797980,0.014141414,1,32 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,06/03/2020,990,6,979,64.872245,31.8257,117.2264,1,1,5,15.260763598,0.006060606,0.988888889,0.005050505,1,33 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,07/03/2020,990,6,979,64.872245,31.8257,117.2264,1,1,5,15.260763598,0.006060606,0.988888889,0.005050505,1,34 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,08/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,35 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,09/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,36 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,10/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,37 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,11/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,38 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,12/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,39 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,13/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,40 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,14/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,41 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,15/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,42 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,16/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,43 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,17/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,44 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,18/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,45 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,19/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,46 
Eastern And South-Eastern Asia,Eastern Asia,China,Anhui,China - Anhui,20/03/2020,990,6,984,64.872245,31.8257,117.2264,1,1,0,15.260763598,0.006060606,0.993939394,0.000000000,1,47 
